customer_id,customer_zip_code_prefix,customer_city,customer_state
igtTnzdNYZN5,68902,Porto Alegre,RS
ceHRJRbrOixm,3474,Belo Horizonte,MG
aAllEyB8j89h,50741,Pocos De Caldas,MG
U7jbK6UsxKZy,18112,Governador Valadares,MG
sTYW3eHBO9JX,24440,Palmares Paulista,SP
gdRBuqxAWtBC,37730,Sao Paulo,SP
L6VKZQ7A1ZoT,85851,Sumare,SP
6S8Spio8KhOa,89266,Taubate,SP
mSPlLkw5cf5z,20250,Votorantim,SP
FRY8wAvTg7TW,68025,Paraguacu,MG
u8RE1tVWkO3A,13084,Rio De Janeiro,RJ
NcpLssVts1Ni,12701,Belo Horizonte,MG
1autgwzFPtGk,79063,Sao Paulo,SP
9HcbfzsYJ0tl,85200,Osasco,SP
e0Yp31A4RSWb,27215,Sao Paulo,SP
Zev624Dl0SuD,57608,Carazinho,RS
mUP1fgG0QKCV,22793,Itu,SP
XGZXWjyUrNYe,98750,Santana De Parnaiba,SP
P2oUBn7GxOKw,23547,Aracoiaba Da Serra,SP
dLFr8l4MOsz7,2409,Porto Alegre,RS
vushjr2ruUSn,69029,Hortolandia,SP
ABVUbUd9RkEq,4134,Ararangua,SC
EklICmpn0J2q,62375,Sao Paulo,SP
MKDK2qu093xj,72135,Sao Paulo,SP
lXyjaiLI65ko,66613,Sao Luis,MA
87mBVl2Fbtgp,6793,Ibiam,SC
7nByZciCNuDj,57770,Guarulhos,SP
4RBBB1IWUNXS,56332,Sao Jose,SC
rl8CszkUlybu,94440,Varginha,MG
gX1nnd5vsgkZ,49100,Carangola,MG
tVRm7mYTd2xB,45655,Juiz De Fora,MG
xlTJNbbMi7zA,83402,Araputanga,MT
UBPlMuvn44jw,21921,Antonio Goncalves,BA
W5PljHBR3ccf,89108,Taubate,SP
lqwfIcHxYtdu,87005,Curitiba,PR
8S4URUxJdApk,18683,Sao Paulo,SP
u8mxoTkCOQUG,21211,Brasilia,DF
cCgR2KyBUeDQ,83030,Toledo,PR
h3FmGjCEyVBp,44057,Sao Paulo,SP
KRwvsErsLHGR,21833,Taboao Da Serra,SP
SgdlhruJEK9D,8566,Itu,SP
6Vle2saYmVWy,74590,Sao Paulo,SP
xOT3Umgxsb5E,6654,Cruz Das Almas,BA
yPvrTECUIiQw,72875,Santos,SP
velQaCV5TXWS,25085,Recife,PE
NXUsyD3uXbKu,59550,Caraguatatuba,SP
QeuOQRj0E7uI,32659,Recife,PE
o6iqWJoXSHCn,94480,Pelotas,RS
3npBtZW4QzpD,18270,Rio De Janeiro,RJ
xZimj7gQaAY6,56330,Sao Paulo,SP
0B5qYjbs1hJ4,36165,Curitiba,PR
DbmECd51krTA,82920,Sete Lagoas,MG
V5O5hevZ2Xo4,65076,Tabapua,SP
98pop4Ko4oOE,87240,Belo Horizonte,MG
YvVhlQ03tRIt,68627,Sao Paulo,SP
D4UYr6jPeSsj,4470,Tres Coracoes,MG
AbYhcStixHXU,21555,Palmital,SP
hbl9PRjsjrfy,61656,Bauru,SP
hcJQGDfKOoMV,17213,Joinville,SC
ZGRGMIYPb670,94070,Itaguaje,PR
N1xsn6VOqAWl,7070,Goiania,GO
2E5LQttMwGSP,95088,Sao Paulo,SP
Z2BKdVHWIgYH,13803,Brasilia,DF
IQt7dlUb45gz,44890,Cubatao,SP
FQwo9h5KTE84,39718,Feira De Santana,BA
WBzPnTnsldEu,3505,Sao Paulo,SP
QJSGlWM7Ju0n,75703,Aparecida,SP
ByKssZDe1TkJ,4258,Paulo Frontin,PR
kPdNtZznf3Bq,59067,Santo Antonio Do Sudoeste,PR
uRHVeSNSWUYD,2917,Brasilia,DF
dTXdahatWuxd,82940,Paulinia,SP
uIwTNRJ7DrqX,4911,Atibaia,SP
A40TgLsrQTlg,94515,Salvador,BA
0FbOzgOfc8B3,15013,Rio De Janeiro,RJ
nWL3fy3WsvYO,77001,Casa Branca,SP
dcTZp4ZR7zX4,2930,Sarandi,PR
tEINOfzx2BoA,29048,Sao Paulo,SP
rtI6Pb6LOcJl,79831,Jatai,GO
bkJ4UKBRlvhl,37245,Florianopolis,SC
1kWmKPhpNwiJ,4548,Porto Alegre,RS
L3hEyIBnTnOd,89270,Sao Bernardo Do Campo,SP
b9Zhh6mI3rph,59135,Valinhos,SP
9GvU7EyEFbmn,85988,Sao Paulo,SP
4xxWbGPU1GKP,28892,Sao Bernardo Do Campo,SP
Pbzt3AL0xVTB,23535,Nova Prata Do Iguacu,PR
Fjevopzx80E7,55643,Nova Friburgo,RJ
M6poZCgHJkIY,29490,Rio Grande,RS
twLM6gn5cAuv,6503,Sao Paulo,SP
zgRWI31p48uv,32073,Socorro,SP
t8LEaG4VPcp6,81460,Joao Monlevade,MG
h5X47HxlmCKA,3710,Belo Horizonte,MG
ZWiTsc7KMy9M,3962,Rio De Janeiro,RJ
NpveH9Bkrg4y,2557,Brasilia,DF
cXWmrnX6vXpZ,2185,Jundiai,SP
aSlQTPXPjX7s,74946,Braganca Paulista,SP
dBRd6Zw4BICp,82840,Sao Vicente,RN
04UVz3wjw1b3,2073,Salvador,BA
aZKyBdD81Jv6,39130,Brasilia,DF
7nsUNCO2a5Ex,21863,Sorocaba,SP
GD0AiKDq816Y,49890,Sao Paulo,SP
KIWK1Qyvga7P,69029,Hortolandia,SP
RF05oHX1yUl4,28997,Joao Pessoa,PB
lHPfggat1WqL,16260,Belem,PA
KMyip6uL4UWx,91795,Sao Paulo,SP
c1m9kQVFy7kC,35054,Santo Andre,SP
K7cwcvyKteaI,51350,Rio De Janeiro,RJ
WVu29jIhuFzX,2363,Santos,SP
MpKOuUaaIZJF,84320,Santo Andre,SP
glKr4sTv0lbT,55410,Jundiai,SP
YXoedF5KACrM,29138,Taboao Da Serra,SP
zaBks1Re9DRS,6844,Taubate,SP
Q4hEKCSk9AH3,75071,Blumenau,SC
wUUma1YSuJ1a,82120,Campo Mourao,PR
yV2qrNHgoyVF,63200,Belo Horizonte,MG
X99s2AU4Xeam,71635,Recife,PE
U8PdO1ZyLzdX,5465,Mata De Sao Joao,BA
2T8JY0R87pFE,1250,Ribeirao Preto,SP
KkloCEZQBzPC,2670,Curitiba,PR
ms8vR6J51PdJ,36860,Porto Alegre,RS
4dKbG8PRE6PL,56828,Belo Horizonte,MG
loIAx3fMxgbW,78559,Rio De Janeiro,RJ
iDvd7qz7WbDV,85914,Aruja,SP
5wGvjaYnUzMA,5404,Cordeiro,RJ
vLPmRjUNmGCO,70238,Campinas,SP
4XTZpWkP1DHk,44006,Vazante,MG
N1uXgYsvKlCR,69103,Coronel Vivida,PR
KKx7vi99c5bp,13170,Cascavel,PR
n8wHpLGpO7VW,26298,Damianopolis,GO
HKnPrbUgfDLk,12502,Presidente Prudente,SP
rPUQsmnXqASb,26383,Sao Paulo,SP
NJG2uhayPS7U,85929,Wenceslau Guimaraes,BA
EMZa5BnVJDOM,50740,Votuporanga,SP
KnMMQh9r5arF,21550,Praia Grande,SP
xFjOopEbDBzh,5141,Valparaiso De Goias,GO
NaQGfVwnVKsa,1443,Nova Iguacu,RJ
Rj5Q6XgmPpia,3811,Antonio Pereira,MG
bV7SYT3eLaFt,3543,Quatro Barras,PR
cen7plccsnRd,22041,Sao Paulo,SP
wbZ2Ev82GAl8,96075,Sao Paulo,SP
Sm29uGMa3Wrr,21211,Brasilia,DF
Z7ytqxa2ZmWd,70741,Fortaleza,CE
WzRJS8j3kCJa,13602,Recife,PE
20ynDYdAz6sj,4138,Alvorada D'Oeste,RO
OOkN4f8DE5Xm,70336,Praia Grande,SP
UC43lVvifHl4,75220,Duque De Caxias,RJ
uRQTSc9v0OFc,7134,Jaragua,GO
8tFV99sLjJiV,74633,Rio De Janeiro,RJ
pvcd9LYgeU4l,3923,Araguari,MG
8serVaf53uX9,2723,Cuiaba,MT
bjc8mSVqK5jN,72875,Santos,SP
n71LSDPA57BQ,84145,Anapolis,GO
9pIu6LFqRZIh,77320,Elisio Medrado,BA
8P4uNU8Z6DdO,39878,Porto Alegre,RS
7FNjmvpN3EEU,96015,Rio Das Ostras,RJ
nHto1UxJuraf,65020,Sao Joao De Meriti,RJ
ALcttBxtXpFh,32073,Socorro,SP
gMSB6Wn9dYpO,8343,Mongagua,SP
jAbfjSBluoVH,13331,Guarulhos,SP
syU3esbh8vEb,29020,Rio De Janeiro,RJ
x4DjtPXjXeRA,13476,Joao Pessoa,PB
7xlq7bg8kHXJ,15150,Sao Jose Do Vale Do Rio Preto,RJ
zKLAp6eq13QC,13065,Taubate,SP
NbEo26wIoZoz,65335,Florianopolis,SC
teliowCtazG4,26051,Florianopolis,SC
PjQcSl7KGA19,25055,Farroupilha,RS
fK96qnqPA5Yb,79530,Santa Cruz Das Palmeiras,SP
XxkXXeooXBd9,96055,Guarulhos,SP
qgtiRdHx83PK,83215,Sao Paulo,SP
rPmxNIevbUxl,25850,Francisco Morato,SP
Vx2CKbEis4Aw,3929,Sao Paulo,SP
8tBaWPGe2Ptd,55024,Cajamar,SP
aKoG86lTjoFN,86280,Sao Paulo,SP
Ks1zZuEtiaiV,77350,Barretos,SP
uugqrh0NjLmq,13044,Niteroi,RJ
K129x7ISyc17,9661,Paranavai,PR
gOP8HkkHXHcN,91180,Rio De Janeiro,RJ
uyAXy01i19dM,12944,Coroata,MA
2O2tOZaEDLHJ,56360,Campos Do Jordao,SP
lpFVZFeEuNid,4963,Uberaba,MG
Z3dI7uRBfJOD,60441,Macae,RJ
3cFs3X8jWXuk,11711,Pirapora,MG
ipZZMicoNHtb,71676,Jacarei,SP
mrYDGh0uphyd,9672,Santo Andre,SP
M5aNxnkZ5Wva,32150,Itauna,MG
LxhrCEbeyne6,74633,Rio De Janeiro,RJ
57Vq9AXwHvNT,75136,Rio De Janeiro,RJ
R5QCRBUnNSx3,8613,Sorocaba,SP
989UYNDFmJ9U,40440,Sao Paulo,SP
uPxYWMIqgiuq,59970,Morretes,PR
9cqkK53tOtt1,12608,Brasilia,DF
ZuIW4mWoveVJ,3333,Itatiaia,RJ
UT32u5oElA7H,13342,Natal,RN
Gz7v72nkZvmE,8560,Carapicuiba,SP
P7tNElx9WneO,99525,Birigui,SP
s909PIGbiAAM,9721,Recife,PE
pgR0YO2elNX2,1152,Itajai,SC
rU8kjwkWDkxF,85200,Osasco,SP
aNxubivaVLHJ,5570,Eusebio,CE
nuthyerGgNjN,58297,Camaragibe,PE
uo8dZIaslUrh,65033,Sao Paulo,SP
RSuPQBYAFHsk,30660,Vitoria,ES
pqNJdmnCyGTC,68640,Rio De Janeiro,RJ
5T3O7iaO8Mhp,51290,Sao Paulo,SP
4rb6DightDwN,19575,Ze Doca,MA
XAAKlpKvdEEC,3042,Iguaba Grande,RJ
EqoMpnwYjYXh,16430,Juiz De Fora,MG
i3qDYVGqftFW,72546,Recife,PE
EdrcCK64dtCB,36070,Sao Paulo,SP
JXQHcZPoyyD3,36580,Porto Alegre,RS
pDFp6kVFLF2F,57770,Guarulhos,SP
gEyF675c8iKp,31560,Uba,MG
2xD53gXFWFPm,76300,Rio De Janeiro,RJ
Orxtc17qk6aF,9721,Recife,PE
iWyTOZNQN0gm,23933,Sao Paulo,SP
iJwVsR1NJLrf,2806,Itatiba,SP
c5g7eWzqJdGa,1243,Rio De Janeiro,RJ
KMXPJZUlpyz3,2033,Sao Paulo,SP
eNjAZBa8eCZ0,65665,Votuporanga,SP
O9RxKHk4bspC,88865,Campinas,SP
EGDyFt8OdcnZ,7850,Goiania,GO
BuWA6VPjitl0,89285,Rio De Janeiro,RJ
FQa5drYP1TyP,17230,Vitoria,ES
g4gw5kruY3pK,69037,Sao Paulo,SP
SUtgM9FHW7m7,60764,Camacho,MG
Qo5miSblc44O,9571,Nova Prata,RS
kieBe1XN8V7f,13476,Joao Pessoa,PB
rL22q4lEARNp,71539,Sao Luis,MA
R1U5zhY26VgI,70200,Caieiras,SP
8tClOpkS6i8Z,44460,Brumado,BA
DdVuoC7hFvnV,83070,Criciuma,SC
UUPG1XqhurU0,89212,Belo Horizonte,MG
fiG3v0ETSxzK,71920,Botucatu,SP
e1kPpixIIo9N,94030,Navegantes,SC
IaqP4WoGTcTt,93880,Porto Alegre,RS
8SwGt533Kuft,85240,Cunha Pora,SC
uFN2zNcXvDoD,16015,Rio De Janeiro,RJ
PHGC6d3cszcp,49860,Sao Paulo,SP
xLYjFnX9DKio,28250,Goiania,GO
6kNsGvMSYniY,15052,Joao Pessoa,PB
5V23kQADohZ7,85990,Santo Amaro Da Imperatriz,SC
w862bbGuk0bz,85301,Sao Paulo,SP
u5hSL0dmwgkv,68618,Pelotas,RS
J0FOB31fnkx4,4902,Itapevi,SP
8X1SG7UtSqqE,9333,Bento Goncalves,RS
ktJzYDsEDS5z,13313,Bage,RS
uMljQmAulgjd,57570,Rio De Janeiro,RJ
DWPjuZZe04Vt,78550,Macapa,AP
Q3UgzkySacch,14300,Sao Paulo,SP
VSArlkB3vUPj,1549,Maceio,AL
TKOkJvxMty5e,70277,Sao Jose Do Rio Preto,SP
druZtzYUOw5H,99900,Brasilia,DF
d7jadiQ6UBos,9845,Amparo,SP
IkWwEtsdExqB,99890,Salvador,BA
fmoaT6atmefN,37750,Porto Alegre,RS
EAymc7MBahal,2519,Rio De Janeiro,RJ
yRSlHbPfPIPZ,88134,Jaboatao Dos Guararapes,PE
u74oPzILe8FU,32678,Pinhais,PR
wVeBnmamZcra,3921,Florianopolis,SC
gxFMuhP3RcxC,32400,Rio De Janeiro,RJ
VJ4aI6Vu0qwq,4139,Francisco Beltrao,PR
8rFfFKTsyNx6,5574,Canoinhas,SC
NOvXlJhhBv7K,22710,Araguacu,TO
HQITJz95ebsy,31960,Sao Paulo,SP
LmvrJjWIqQXv,8275,Sao Bernardo Do Campo,SP
zKmQeq1zOOPb,60520,Sao Bernardo Do Campo,SP
dRDNms4TVmZu,37795,Serra,ES
gysTSYV5kmUK,65765,Varzea Paulista,SP
GcZHrhCEZund,44770,Potirendaba,SP
8GdJaVDZ2M9c,1501,Ubatuba,SP
Gt43AMLQBluD,78076,Belmonte,SC
XqH6rgfmY2uW,36048,Sao Paulo,SP
Lm3Cbnw07uMO,7042,Sorocaba,SP
m8job7e2QB18,13402,Sao Paulo,SP
JBKQppvJdIp4,95717,Florianopolis,SC
4elVbP2GBG0R,68618,Pelotas,RS
2HLmYlYdpFP9,83015,Araxa,MG
0GFUyyMMTh9b,65606,Sao Luis,MA
ZuBDIM5VLLbT,85035,Belo Horizonte,MG
4IkrUz7NOUp3,18085,Moncao,MA
Zs2fcKftTEFN,77001,Casa Branca,SP
KYJx848XzzxJ,2522,Sao Paulo,SP
gpW8LzvWYUjF,13880,Governador Valadares,MG
ldcWc2p3MZi4,46550,Sao Paulo,SP
9Bt1HNsYJmZE,2614,Belo Horizonte,MG
tdVoueohXR9W,3551,Hortolandia,SP
WbjaLiXVlzno,60842,Novo Cruzeiro,MG
T7N00c6gfQFE,24902,Sorocaba,SP
aBIVxK5fjtpj,88309,Sao Jose Dos Campos,SP
KWqYTXaI8mxi,5625,Sao Paulo,SP
XJZixlZJAQd3,24902,Sorocaba,SP
FBUbf63mgZOK,89840,Cacapava,SP
9gpE3WKNwRas,35565,Ibate,SP
WKkn17dn12MA,6620,Curitiba,PR
xLCt77OU8Usq,65415,Porto Velho,RO
3jEAP4Y1exvJ,35225,Cidelandia,MA
c9eayZs1qOCV,3976,Sorocaba,SP
S2mZyAFf3BZ8,4686,Ipixuna Do Para,PA
EpaYnmiuKSTj,54290,Itirucu,BA
FPWf25BFw12o,60347,Guarulhos,SP
CHA8W2wH67ZJ,4922,Ribeirao Pires,SP
T1fdYRHviaJD,2261,Curitiba,PR
reuqjss6lgA7,38414,Presidente Dutra,BA
H4TjpUOhFluw,59626,Salvador,BA
J9vM7NwkZiz6,2186,Pinheiral,RJ
d7dh5vVLWQtZ,84050,Brasilia,DF
DmCDLrRX2vFf,57160,Sao Paulo,SP
dFvptjGHlS66,5509,Sao Paulo,SP
dB92v9LRRtNl,37148,Camanducaia,MG
BmiRnPqyVdEy,98470,Belo Horizonte,MG
jk3Edavbmzn4,89683,Belo Horizonte,MG
TGeQx2oHBMXU,72630,Sao Paulo,SP
oSm5Eth9LQSd,98300,Contagem,MG
SAaNqed04XBZ,20070,Londrina,PR
p6njWGp7XejZ,9732,Itai,SP
9Y4Q7gkKq6Yr,8246,Sao Jose Dos Campos,SP
MSiaHLNyU0HM,47200,Salvador,BA
LCF2xxRjW569,79415,Sao Bernardo Do Campo,SP
e12eJka0ckRM,97700,Uniao Da Vitoria,PR
w4Cc3i2fzSTJ,98740,Osasco,SP
2CAbWagsvyaY,45200,Rio De Janeiro,RJ
Zgq9UjqGKNcY,25046,Porto Alegre,RS
LuDtBG7ydNrX,36050,Ponte Nova,MG
LHbOXBZZm4jf,87114,Sao Paulo,SP
ilwBTwMyCn6b,25020,Diadema,SP
NOGEAvAKZlAX,13172,Jaboatao Dos Guararapes,PE
axtbaU7uCf1t,40425,Conselheiro Lafaiete,MG
jKbYrQ8TwTCJ,69042,Caruaru,PE
MoYKy0PiEUp5,35447,Sao Paulo,SP
Zk1QAQweVpng,12236,Osorio,RS
UZpkiCkY1Awj,25560,Itupeva,SP
t1Ls00sXPGqL,66822,Viamao,RS
P37duK5koidp,35685,Cuiaba,MT
JRLs2CmNxikY,59065,Joao Pessoa,PB
XqZWVvglkT1A,25255,Sao Paulo,SP
e8K4U3SEQNpw,9340,Feira De Santana,BA
rdS1AhvmjrHO,12230,Marechal Candido Rondon,PR
ahaUs4PP7QFG,76877,Sao Paulo,SP
j4YaKkseslvi,5781,Sao Paulo,SP
Qm5lZqSapBAd,93135,Sao Goncalo,RJ
ogjTBTzAxB3m,4556,Niteroi,RJ
ACJrWczxyqWb,66053,Salvador,BA
tI7z5qUvsEjp,14490,Uruguaiana,RS
9niYrrnNsQte,59141,Brasilia,DF
lFP5cfcEX8oL,77425,Sao Vicente,SP
aLvvc6k8cweY,58338,Nova Iguacu,RJ
OW76ZebmOVFc,56327,Guarulhos,SP
8wDygj4O2M4M,2917,Brasilia,DF
gkPkedh7Vl29,60742,Pocos De Caldas,MG
wITIx883h7nZ,62190,Niteroi,RJ
aIiOY0TDU9ie,46550,Sao Paulo,SP
0H9BUlUO3RTj,55641,Franca,SP
aS5u88DDUQHp,8696,Assis,SP
BxahUwwyVykE,1314,Sao Paulo,SP
HGiMzFCjxUUJ,7745,Taboao Da Serra,SP
gx4ePNLurDjs,19064,Sao Paulo,SP
UgMeIrcPjXW4,87580,Rio De Janeiro,RJ
kBFalzrVNnqZ,31746,Campinas,SP
zD7NEAvo11ZX,3112,Armacao Dos Buzios,RJ
2ooSZCGOZgw3,41320,Senges,PR
8qsBwaHgo6VZ,64804,Paulinia,SP
o5Ji5scReQK7,47665,Porto Xavier,RS
jqc2ArdP4asa,86925,Santos,SP
gw5F7qoeKNsN,4202,Santo Andre,SP
yUaesnGpw2ff,99960,Guarulhos,SP
rWEdGuJ1ie4d,76934,Fortaleza,CE
sISXl97BsUQl,72502,Indaiatuba,SP
vaP6P6e0NbMl,85200,Osasco,SP
HLOcZwutKpqS,71065,Amparo,SP
ekHksTVR7J2P,64410,Sao Paulo,SP
Ti3OS2zVmYQA,13282,Moju,PA
FuBUGHlF9baG,94030,Navegantes,SC
6EdJoygID5E8,76470,Governador Valadares,MG
TnpbbSmsjJL0,62030,Ouro Preto,MG
TuHMZO7ZH7mZ,17515,Rio De Janeiro,RJ
7KCZ2X7kWwmo,64645,Sao Paulo,SP
ERHgK5Tz1xea,2077,Santa Maria,RS
SfotDLI71eUL,62015,Santa Maria Da Vitoria,BA
6BMoGR6E1rCL,19560,Clevelandia,PR
2rz2VJ62L8wx,74770,Barra Do Tarrachil,BA
TV8g5OZH0Ecc,55930,Bauru,SP
lEtPdKPGPX6R,91540,Brasilia,DF
PKD6TQvoA7ak,47740,Sao Paulo,SP
QwKnKbihuvR3,66812,Serra,ES
AC6ie8b6MWo7,3645,Valinhos,SP
gbOF2OgfuMgH,6826,Serra,ES
qxE1z2kBr20F,13202,Sao Joao De Meriti,RJ
xTzDjtt6JKog,83602,Brasilia,DF
3S6yVKexeUdd,41900,Piracicaba,SP
i6kKVmP08c6Y,44340,Sao Paulo,SP
VSUSayy8CTGf,13636,Santa Barbara,MG
whsWRlsfBgSx,63575,Viradouro,SP
9fFR8ZDcrt43,62580,Belo Horizonte,MG
NtqCHRDqJBxe,3803,Serra,ES
uNAqd8H5iHfn,89506,Maceio,AL
2q7eNTacG6su,33500,Braganca Paulista,SP
tTRwNh8BL5Dc,85598,Joao Pessoa,PB
07UojYlJxQoN,29142,Rio Paranaiba,MG
ieC9u2r4Xg3e,24358,Guarulhos,SP
hxVJTHn1ejaI,55641,Franca,SP
tVrUrXRJXuyx,3893,Rio De Janeiro,RJ
FW2FuzgVJrH5,97340,Salvador,BA
c2KJSJtCwx0A,2220,Itajai,SC
9eOYi8MOSjDU,78237,Campinas,SP
rR0HfcjDRxCS,4849,Sao Paulo,SP
goIyWeGU08kw,14660,Rondonopolis,MT
yCNa8w1xKrVs,4381,Ilheus,BA
mcxb4ItBaO6J,32215,Goiania,GO
B9ssLSpJLF9u,14670,Sorocaba,SP
jAK0OLZAkpMq,97547,Sao Paulo,SP
xWsQOEfkCPIK,13820,Hortolandia,SP
E9uJ2rLWYsZz,38520,Uniao De Minas,MG
KYvXfriOPSqo,5348,Rio De Janeiro,RJ
L8xeYOuUkkZs,13806,Rio De Janeiro,RJ
TZroOUCOCW4k,55153,Sorocaba,SP
Cgrh2iyqvrkP,62910,Guarulhos,SP
R7Gu74Us787N,65320,Sao Paulo,SP
qP25OQpne61L,57044,Rio De Janeiro,RJ
9NQlHlC8DdVD,39830,Sorocaba,SP
dbj9ahhg4zsd,79415,Sao Bernardo Do Campo,SP
vxp2zg4B64ZK,95350,Sao Caetano Do Sul,SP
xE934w7x7Grl,89070,Jupi,PE
OTP44Z1UdIOw,30570,Belo Horizonte,MG
k3feVscVssAJ,60330,Santo Andre,SP
88OhmLD8dpPP,3918,Capitolio,MG
q5D4k7Tzg0ne,13140,Uberaba,MG
qfIXwUtwuhCQ,44006,Vazante,MG
LO4upepVGLHD,58225,Piraju,SP
4WGcGopLqr7z,40735,Sao Paulo,SP
3WyFwjUItNjv,3068,Sao Paulo,SP
FxdLkEYKxHkz,72502,Indaiatuba,SP
DRon52y4N9d3,36568,Jaragua Do Sul,SC
x3rKGT6SzjNN,86020,Nova Iguacu,RJ
LKx1rtxG1ocH,3971,Ponta Grossa,PR
gJsjgdFlSi6k,29042,Campo Belo,MG
WgeaoNOPaNtR,5543,Tiangua,CE
8IU3PQdduHUE,84073,Brasilia,DF
Xsiojuql3De2,4144,Florianopolis,SC
t76XDlS2odi6,4021,Sao Paulo,SP
mdiTfBF2wYr6,27275,Porangatu,GO
LYRqHQBm8Jsh,3938,Sao Joao Del Rei,MG
pv1QnKaNxlIG,77600,Maua,SP
BOsfXmDu5bST,30516,Sao Paulo,SP
6WmTOI4f9L8O,4202,Santo Andre,SP
YaBaG0FT7Usj,8686,Rio De Janeiro,RJ
ie8hJ44hxYpL,4274,Rio De Janeiro,RJ
2hSmLcB5JYAa,29690,Caucaia,CE
ozK3Vz5c68Mz,87270,Curitiba,PR
f3tOZovZzagT,61658,Feira De Santana,BA
0k68BYL4kawC,4009,Sao Pedro,SP
l3A9g8IFCZ6C,40285,Sao Paulo,SP
s6XXzDyntaIN,74470,Ferraz De Vasconcelos,SP
Yne5JCgCVDxs,4169,Osasco,SP
iEA4WqN9gKkD,62550,Salvador,BA
l4bStvy9Mx1d,13252,Brasilia,DF
5YytYPGcNiRE,49750,Sao Jose Dos Campos,SP
WVxbilCTc5Au,4254,Sao Paulo,SP
HyevXdKx7vxZ,4567,Itanhaem,SP
pxPP3JDbAVDM,47665,Porto Xavier,RS
kU7H9RQeo62H,71927,Belo Horizonte,MG
StvGQrkVmnfe,1525,Guarulhos,SP
FZHLDTJFdrvJ,37855,Itarare,SP
TmTkzzZYuyhJ,74480,Barreiras,BA
qDLM73FecOYB,36985,Brasilia,DF
LgS0WOhZ9jEd,8410,Petrolina,PE
ZBBYc5E7o4Jw,2867,Porto Alegre,RS
kMZBsJalhz5c,35894,Conchal,SP
cRc0P2rJUgzP,2177,Barra Mansa,RJ
Ab3Ys12brr6J,5688,Sao Pedro Da Aldeia,RJ
ZH47tNH4FxnH,16130,Limeira,SP
QPrkK9TJQyn3,2175,Campo Largo,PR
cwcw0HAAk4iC,12701,Belo Horizonte,MG
SnDmYTuO89CV,71901,Santo Antonio Da Patrulha,RS
otx3hFuGo540,1233,Sao Joaquim Da Barra,SP
FP7IeZ5Se1Hg,73970,Volta Redonda,RJ
2iePRjw1ts3o,1549,Maceio,AL
aAd0nikHe5zu,35640,Diadema,SP
wtzXR0yux0Lz,13024,Rio De Janeiro,RJ
byiAGb6m38ad,76600,Cachoeiro De Itapemirim,ES
lv8NwS1HKQRw,49095,Caieiras,SP
AerCMZDgC9jR,8571,Divinopolis,MG
n3OF0p2YW1TR,85803,Sao Paulo,SP
dD4himV2hDnk,8382,Osasco,SP
RG5xrDQ1cvhP,68374,Uberlandia,MG
0WNSa2Eb2yjY,92323,Santos,SP
WybaAq0eml9v,13806,Rio De Janeiro,RJ
9vqoZBZxeNcK,89165,Santo Andre,SP
etbxqXYJ5gHt,6326,Caxias Do Sul,RS
AdrwbhtqhQk1,51350,Rio De Janeiro,RJ
JjnYHx01ImgH,39120,Vitoria,ES
kHcI2sinQeiu,18087,Campinas,SP
8rLc1GF1WFkz,12236,Osorio,RS
daxvPesrOTT8,3881,Cuiaba,MT
j5OlsjEb8RRD,32470,Florianopolis,SC
7DSFXjSjs57h,27600,Sao Paulo,SP
fwSpeMRQKsyY,27470,Presidente Prudente,SP
lCUixum3xTTM,29156,Duque De Caxias,RJ
ExOdaDYFgWGd,98940,Matao,SP
rsm0w1SGtVaH,85988,Sao Paulo,SP
IITnJf83oSV0,74373,Saltinho,SP
qGLN3CkVfFzs,5344,Governador Valadares,MG
JIYAYFpOvURN,11664,Rio De Janeiro,RJ
OyFKrpCZnZPa,84925,Rio De Janeiro,RJ
KMUy5Gg9vqnx,6335,Porto Alegre,RS
EFuM7SUuLXN4,71925,Porto Dos Gauchos,MT
3nc52RX4onk3,35170,Brasilia,DF
dWwRiQPxPnXE,35340,Serra,ES
Kv8VPbFdqQI8,5397,Sao Jose Dos Campos,SP
wTlefCbiDj3o,25903,Itapuranga,GO
kcznR44HjP8q,1319,Votorantim,SP
lf0qmTM0TKVn,38440,Belem,PA
rtSZv2NxNSLy,3437,Franco Da Rocha,SP
EtSt98M7rov9,75094,Campinas,SP
K82LYVmN6M0f,76335,Indaiatuba,SP
EDOKgHOasyMi,74950,Goiania,GO
DYlsHMMDgF44,32242,Sao Goncalo,RJ
2YJ5V3K7pFgF,53441,Belem,PA
CpbdQCdXHHPs,66810,Erechim,RS
M9nPwKxi5Tl2,50090,Nova Esperanca,PR
1eVbRLM0J1OW,4141,Gravatai,RS
3zZLcEOR9DtU,4848,Recife,PE
P3w3NFoMhZHN,73900,Olinda,PE
K5y2cOQSPgBb,17990,Campo Grande,MS
JByajjrPBI11,9942,Sao Paulo,SP
19Ud5WelQrQ1,60511,Sao Paulo,SP
7NixiM8quEpr,99050,Piranhas,GO
BQCQft3cNGT2,94818,Sao Paulo,SP
V2L0dNkYZzvG,22231,Betim,MG
Gd3qqMlJaNbs,83055,Sao Paulo,SP
l4OEXPlIyVfM,89202,Caxias Do Sul,RS
3Rv6rLWm2CYb,9810,Recife,PE
cNetmz3kG1bB,30662,Santos,SP
aHv1Z8VF2hJZ,85904,Belo Horizonte,MG
gdQFrXxBr90X,18206,Monte Siao,MG
