order_id,product_id,seller_id,price,shipping_charges
rTGgoju8KRm2,iz5RuI4rqUr2,oriyBYKGv0Wg,74.9,33.92
6CE5Cn0gcrhY,Z4M1cXx4yms8,LmLCpgOK9ibk,26.77,1.73
uP7ZxQW8ZVpL,W8qzjCO1QZR7,w44b3CnkAU44,170.7,6.87
yCERFpOJacGq,Dc8IEzNTAbPR,03udyaVfPg3w,369.0,24.75
OvkTalkssQ7P,myrQRyQe03PY,ptlDDuOMHnex,16.2,25.19
e27gSif0dHJ3,fR64NV5Br4xw,A7s2wiNKJ3HW,170.7,7.52
gsTGqHHvNOvs,uxdyBzsEist4,yGbPyLPc8PmT,135.0,6.25
VWWVOMiHolHK,RotIvYsjirft,nKBsxjDoWKEM,132.9,30.66
DF7GDf85V6Bo,EtpEPddVod15,yGbPyLPc8PmT,2899.0,32.34
BudpZ3kGrpFq,QzAC1fDWMbmk,ShJbjTW0ZGor,161.0,9.18
XK79c7xwIkqD,5a3fOLvOnQ3s,coi9xkdo66JI,28.82,134.25
wBdTvPYiGfop,qwimR4OqFv1w,K0qPVGdA91KO,1094.04,36.77
a2JC8dFJsX7u,mDJUaqcimsA2,Y6oJtGnt1biO,156.99,56.94
haihpmasEQ7O,HytwIRTi5WCB,nQlmkVGs3xYh,29.87,27.54
WrbfJijaXnR4,gQnYLpIMhP0t,EGW4UK5bOeEZ,410.0,30.34
cMU2oUPLQJRG,3yk93DQoQpk3,pmgltuNur5us,18.04,72.18
argHObeMxeyM,rimR5BVviauO,zhfqHH2Tkc7w,3399.99,32.34
PTFeH6x1RSV1,zkWuQxp8ghN0,KbKfjMfPEhfC,48.09,46.92
SLb9hjZXSJ0E,OoTqJ4xfRWYw,wTlVvrwpHGz5,729.99,3.03
lzhDNAgvoOzE,sCONCvmO1cEY,0Mzbc3aACMOQ,33.41,7.82
HBgYYj22hysl,Mh5JWgMDfhds,d9sG8w2lJW3v,231.27,38.18
nu3djpluooO6,p7NpuOoJ7D0U,Q2NwKBfUdtHW,0.85,150.8
rTMgS785KmKH,MnQTgZv9qzQh,JWYza2OJmoNl,193.25,9.84
LgJpEyQ3Ok6R,qjH3pezuhPEo,eoYO9MccUByn,198.5,25.19
jSw1EIxd5cbt,Cjq4di8arIUK,P2nCHWuo0HC0,28.6,22.18
8dYUpoxrONWi,oHva3BmU210H,N6rpW1mKL1wz,290.47,47.55
VkQroLftgbhw,4cG93slyClu5,ISzYkIh85JS5,139.33,8.24
7mO0dEXnFxa5,icdtCDkjpSZQ,coi9xkdo66JI,78.73,62.59
8MV4Aw4kmIfi,LYrNpSDWoTOm,V74ci3dl1Npa,1510.0,38.66
ODyi5ZUzzkpn,ztojzhkjzDE6,YRYlK9uqyLE6,749.9,59.1
ohqwtYzmDJdy,ahvLHagsHv9K,2a51UHcJkdrn,836.99,47.55
kwE3Y4wRSQu6,Qm2xQbbf5rwk,lfRV5qiPQJXi,107.04,49.72
yUjPW41UzyL4,yHw8ElTAnDqC,VyDYXaRCd51S,692.0,36.36
H9gw6pXX0xzc,IxwFeVLApOc8,dikNaTlK8yGG,178.0,22.47
9oUcrehUJ15S,FzYHVD2Ttfcp,V8Stg8HdXCTe,188.8,75.81
VLmuYsCjzjer,eLJIEbAmLwES,7KovPWNcMm5O,1199.95,20.25
7JxQuan7D2LD,LUy2Ee3PBScN,yDXyFJchpECr,37.84,64.19
IMz8sk07s7yU,wNQZmml0nmXd,fsdM6QZEnGMM,411.0,55.96
39T4YAxdjdyE,Ybbm1YWyXs0r,pvPUSlPc9wyn,107.63,63.59
1ewxGGkgacGI,gUZVHNjp8NFL,mAmnfqHkVqSt,170.7,87.83
mjAbfmDKPqiE,0XyYmaoLSH4j,8Wa4TXXm4Hcx,529.9,30.66
euKh8Da6dHA9,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,28.61
Gv7tZuaQmGDJ,ro08JPncYzLh,r7VxefoTVHbb,692.0,46.76
E3J2LLe67678,utVPLgd1LM3F,yGbPyLPc8PmT,1899.0,20.9
gE7T2yEvTElz,aFO514JMr4AM,2Vzr14MB7bRD,56.89,38.61
yUV5ZQzPSUK5,H29FgNKK0Ysz,Ahc5cMpF0T7z,33.41,79.88
nyOq9Y0T8zXB,WjtyYFFafZO0,0Mzbc3aACMOQ,41.98,88.04
8bHY44MSy1OJ,C3jIo5OGLTNe,KACnCJzPlOzF,418.9,25.76
UVMj4ElXMG5W,usJaVpZTh4PC,SyVIL3XEef0W,141.4,38.63
N66H1J8t3uaL,RBiZF034tZg7,2jTASjIU2rIf,399.2,50.43
Jidclz6oi9UZ,zMJ857L4miR5,dHUHvmn8Gewy,820.05,2.46
VGoFI3Hm9kcn,eEOwSgW8meoJ,ceLyg2V6lyl7,999.9,85.16
C2c7xqNEV1R0,Ie5Ffog44gC9,Ojow6XCkBUQ8,91.33,146.3
nJxbNiEyY19N,uhR7YKVFm3CF,K0qPVGdA91KO,1589.0,38.66
afH6ghxUMyY2,x1NTYUl0BmAh,uEFXsCQR7sKo,15.27,47.55
X48uyFJrReuU,XipQBiHgD8r6,tNJnfkCxzhmN,820.0,21.93
xNYcJ7JyGuss,BrK5VgsL3DXk,2jTASjIU2rIf,97.05,7.52
hIpqytWpEeVd,HDq02GU8zCWs,kT4UPkqxjZhU,99.97,44.23
2SFFj3JaOeYU,X06reeDSrdw9,22EFCx8qJf8Y,1269.0,10.63
0WxHamSO2TH5,VBh5x7br6OG3,BOyNnuJWDDOi,15.27,31.78
8r6DmeTjQAnW,nTdYWC9EsMzL,YlP5976VHgAM,145.95,33.72
Hoxca88kBrg4,z9r4yfctEfv9,ruq0u2ZpAMDr,142.14,28.59
rA6fixBJU8xE,p1xBWA7nYOK1,yGbPyLPc8PmT,223.51,32.34
HIXE0EtKXTiK,jIh3XszzPri6,3cqSxyYyqpx6,349.49,20.02
tEGMVOTvQzK7,z5zb5bvO3jJi,V0koygjO8uRW,33.41,22.97
7ugtRrZfQ614,BDySfSd9Agjm,ElULPWS11hxk,404.88,132.15
gskiwHbGGBrG,jnMCamA2TPii,XLxN4hdOlYco,153.75,59.0
AD7e5RNVHf64,LBG5eWoYZYTN,m6IJZtqbZBZn,2899.0,52.75
d0oqz8TCqsNL,qh5eo3eA22JD,2IxTbqKqgUdA,168.85,24.83
St4SQKGYR9oZ,p5aoeDpBiM6B,Jpunzl5CGq7E,89.2,38.63
RolNtxIXe5mo,h6MCbrwh5kiC,5Ja2lH0N2OZt,2139.99,82.01
CL4bDdEXdZHZ,aIb8MscoyVjL,1svDQkmb2Knh,150.82,40.69
TmEeQqIHhuqR,zs6vz7AteP19,C3gKEngLJiFT,420.07,39.84
NPECxyrWnykp,ro08JPncYzLh,r7VxefoTVHbb,2899.0,46.76
SER25EEtsJcv,D3JtKa8zsl0o,JcRdnPnWEDp7,124.95,6.08
R7m1H6yQXFNY,wZHOH5R3qy6p,VK8sV0k9GC2t,75.25,38.92
K659d8rzMR10,Py1Z31isYZcR,8cMMpAAFEsxE,83.36,47.55
sMrliW73tRpA,R0q5YPvkrgrA,SSiPMxP6t9t9,261.0,96.71
N5xXOa3oKfv1,g1xEESlLQaAg,C6WhdSZuLC8r,29.87,82.93
2CWVr2tBy9gX,9cPTkLj2TvnU,tNJnfkCxzhmN,89.21,21.93
iD9fKmdhPBHd,OEBRcIuX95XM,W0eFCV4DQ2OM,24.1,70.34
TzTx0VnnpOmX,C0sldSYX4px4,yGbPyLPc8PmT,518.18,20.9
4V6490ggMjxI,7jrXMrawS7N2,5FvGdji6skxT,779.9,41.41
1It4RYE9KpWZ,j9j0rkLXA7FS,KyJlfZytZk4Z,16.5,20.02
PYCiq5dqIbMV,83O4cwvsEGet,TKLLXSshsm0b,25.45,36.28
RebWWrVHBkcq,2NDHjxdUzmLC,QVo9EUjjuncJ,517.65,40.73
0KMJ0FbtSeFf,NsfeYmlD6FXr,0IrmNDkZ8lJi,127.77,34.33
ZUuDhYUcfoiI,Sr7PutUF6W74,a2Z36gRD1w1y,56.5,24.55
yNBtJ3FYa4Gz,mOQGUWP0YwY4,TONxC5aLQqev,171.9,47.55
aMvzdmnPLd3A,t73lpn2lk2a6,16pMg4KJ3hIj,41.76,54.56
fRV68lpmKONU,HASN99aP57uN,OtqmUmghcGcQ,54.78,20.51
WxDwNB3RGlO2,EW14javCi5bN,B907Fr0zbIbQ,290.47,34.81
wLfa0Ehht6iI,BALEpVXOp7Yr,u04WrX2tVmyM,24.79,27.32
w2IPygibSaZ4,97I7i6BQRjqd,AHG0TE6bRNNY,98.6,47.55
MRkkqkFrwNyO,HhAtKukEU7VT,UOGIrJtSldvd,104.4,50.83
7oqRoCxoWRTq,MnQTgZv9qzQh,JWYza2OJmoNl,193.25,23.8
kyAN8Sg53WY4,bIEg5jBI5qCt,EGW4UK5bOeEZ,325.5,17.11
76tsuxOVmy1p,1IYTHkemrLuH,HvZjlU9JTnWG,966.9,51.85
cnBf0xV9ZxkC,qm47j05AvkeB,73jr4z4JJLzT,509.99,20.9
kGOS5b7kkyJK,pTrK5MYzL4Ca,vlLUp3U56e8x,18.42,58.61
IU33Sf4APu4J,3XmtlRDfTBSS,rhV6nAL0EYYY,479.82,14.39
MEb7R5XWSwMv,NsfeYmlD6FXr,0IrmNDkZ8lJi,419.9,8.16
Vb8FUYupmwiz,06Zem5ml9euJ,5FvGdji6skxT,820.0,5.59
FVdXkpRiwj7q,omdf8oPG6xMD,jfGd2126WlNh,475.0,29.68
UZrMpJxdHhur,4VHIHAeeP9Ti,zhfqHH2Tkc7w,0.85,47.55
OdAd0hiqIURM,ljosLjOD0OXK,dMvfk1IQQJPl,159.9,62.6
tbmvd1aRMVT1,oo5YFvkDJXfS,yGbPyLPc8PmT,1298.99,34.33
7UdnMhzP1Lps,KGHXuQ9KaPZp,O04i82YS0uAJ,53.99,38.66
8IOcjO5ZhB7M,LoCG3NDlbIOS,lXgFIHCZtrfT,100.0,171.88
LbhfUnU2YzWl,7iLVLgP03C2E,v7C619QzbXVy,109.6,12.63
8xOucNXbu0br,lTM41OeLuBdm,999DyhJGNdEO,79.8,42.16
L3VcGcWOABgH,8MdydCn8EvNX,kiirS0of7bJI,72.4,2.75
P4fIFAN7k38p,Yp3vsdUfSpGO,454R0jJQbvt5,535.0,56.68
TJB32cTDp1u9,BwcYFzu2tT5m,olvTXqrcs6ZY,820.05,60.02
ULv0bwZm4gQc,mUzVm5ukrxKM,HQ4j3Fr6B61e,120.38,42.85
V47ukoTnWeqx,jPjhNcChaXzj,qlWrFf4tJjSk,820.05,34.33
yLaNhJXfvWTR,ogNSfA3W5dQz,8cMMpAAFEsxE,36.5,20.9
48VwkKIBYaPl,V7veYHDGkkXA,O4l9RWEDJzQi,356.19,101.63
6oOFYMoNdUbZ,nicPifXQgk0F,WG2pVERAEzeW,352.57,22.56
4NovAwhrRMc7,3oBl40sQGzjp,FcrnIEqLCqVq,34.0,12.22
9RTdUtOc1xTX,oK9MZJPw30pX,zhfqHH2Tkc7w,115.52,88.33
jWAgwFBsNW5c,XK3dsG7XNQaF,LeMwKUKjQfzV,25.26,22.63
Ft1iqsRRfVY4,vWNeSyDg1wbi,rTKC7c3Tt984,26.77,38.5
giDhkJwp989z,t1bZuDYcC8iT,SgeUigb5Vbiv,148.5,16.22
0OcjumukS531,ebBYerk8YhSO,j6ZQXHPSPppN,498.99,42.02
hHDYwfkAHhUL,PyjlDSHRGdSt,al4fWZ5NFQzG,114.62,51.78
c3AZzG6lJpIZ,tEjoHkDlwfgW,XePbD5Ocm6Yk,49.99,54.8
W4Qm6zCp54ve,JP5a3BOk08y6,SCwRXazloJwH,339.0,76.04
U7txV5JPWH3R,HhAtKukEU7VT,UOGIrJtSldvd,104.4,50.83
ZPhL4d63mSis,tK5RN8V2VTWt,A7s2wiNKJ3HW,161.0,38.66
tquZN6zD70Vj,6rPX5JFJY5mA,OnC6iPAbNc8Z,389.89,24.97
K4Xi0KFl7qAC,ti39Mvahw6DY,bl8PTwqK0kvN,34.0,9.87
qtHmZ4TYfQCt,enHdowtTT7Qv,S7rg2ZoOV67V,8.03,62.92
U3W5Fd9rVR2i,ad8n5dIJySPi,16pMg4KJ3hIj,346.99,14.41
Pxli9Wi40ioL,QRWjpYqIl8MF,TBkUw9PKrND5,190.82,188.65
0gujE89nMKRU,T9PeUENWbJIH,DHOPtCppeECW,1499.0,55.51
9YBGxYs8z75j,D17vdmfXOzaW,vxQT8FlJeDdN,3.5,11.4
QB7L9tPzHr2d,D17vdmfXOzaW,vxQT8FlJeDdN,3.5,47.55
AKiizXR94Jid,jaiUFCi2bKii,TKR3hRzEvWis,167.0,10.85
PDFbi8orVKiJ,cJj5IbSGgojj,6I6UyIQ3BsB8,141.4,33.9
6EZpmt85PB3f,ZnwBU8MsDTww,K3pf5oeH5BI5,135.64,11.39
AR7U3KtOXYFv,3nJN54dKWFLP,ENekhljjhevR,692.0,23.71
w3uIw8jbD6cX,gbC7sGcu33vm,Djfhy4pnkKOC,29.32,62.75
wt0YLrGWN0Aq,cNt7wbmw8tyt,WjEwhmsH2ERN,155.4,77.54
xln25FHctBz6,YJ0M1j55jAm1,2Y33waIXINqR,399.2,41.41
YkNntgDBXTxJ,UbIhEV6PFGoU,8cMMpAAFEsxE,42.89,23.57
vVCF2OTi6MkR,1Ja4Gl1hzqfg,1tQEjUJuOyJ8,639.0,38.97
EnhPYLBta4ZH,pBaUgFNOMNsT,jVa55ypO1pcy,1122.0,339.59
DRkEYSvaK6ei,SQSXRpgyiF9k,2vYpt4cdDFbY,111.27,29.68
VqnR11YSkywW,icdtCDkjpSZQ,coi9xkdo66JI,10.6,146.3
yvRtPH7MTvID,aXytKc1dG695,REmDfTlLfIfR,54.16,48.71
SZ7Row99Mwu9,PvI5Y0pDUpCv,nQlmkVGs3xYh,966.9,69.37
xDD9FWjWUpNx,M1dIBRF08Ccp,kCGmKvmZymjH,61.6,40.16
y0iEWKME8u9R,3w8pY7GxsDHI,7IbYDg6GDP4I,109.82,6.08
BWvGKddEm9iQ,1Shu25hw8jmU,eOhcPgdVKUYw,266.55,61.32
eg3qOtaL4dLQ,xjj1cn3j4p3B,QgSPgHi2XQs8,30.4,34.33
PpHpnuSNaJ5H,8EMcxO7AFhVP,P2nCHWuo0HC0,159.0,68.61
NaaiIkb1WpDz,A3aFwBLEhZ43,yWUu6WhwFUAg,257.6,47.55
uDgUpGPcKZCH,cNIQyQD7lRhk,5FvGdji6skxT,820.0,6.87
HzxzU4XREy8V,zenEDpiugp3l,hnGt5LdR3vV3,692.0,54.51
G68foFIGwgBG,J3qfMRdoFnao,p5XD2Qh1ZGwx,190.06,10.05
9g4NFfVmifup,IZmGbkuZJYv4,va3iGyjj4VVz,53.99,181.88
xWlwlArgAFSR,WYA4UpG6CRFZ,GU1IRg0p4O0N,4099.99,55.51
3EZAcweeWZXc,edvL52sahEJo,n1qBLUpDVOLU,34.0,64.55
dtfEfSL2NsVa,ZBUf2uzjtm9l,KH9VVC2iPaCb,290.47,77.42
POcVNzZSt0ta,1APK0K8QBtzK,2Vzr14MB7bRD,148.48,51.05
8U775yh6KKwn,8jtO1izlxpbf,FWPDMauONCdH,44.95,34.71
9R1GNWcDlatO,uSNYOCBfSH47,gdPm2G9oBKoO,335.99,17.44
BSErBZsEj15z,vpc5c9cPZtpQ,IHL7YQnnU4LS,28.7,55.54
oETtmKm1KFwp,Biwi1BNtUB7l,r7VxefoTVHbb,509.99,45.78
KiH8Zp3iuqyG,OJX4PZOhlV0l,oqejBC0typqo,56.0,14.25
B02AUmpqGJcR,u6YUEA7H1I7b,sz6I1FR4ws2U,2999.99,18.05
MUHM0QjUgBd2,EameiTxLZjuQ,2RAomcA7MaVK,694.65,34.33
9db27qo2HBeF,ekgYoiVY9KUQ,YlP5976VHgAM,111.27,36.51
3qjccYgI59jC,hpms025LPgw1,4mKqWzXFLaBt,92.5,28.79
fRYakKUJi9bT,aBEIkPkxuZrT,l1pYW6GBnPMr,779.9,34.33
30shrHT1KSRm,WH6jI4Oqb0bf,kDbz3z94TeCL,729.99,7.52
JiGmLRPpGliL,A3aFwBLEhZ43,yWUu6WhwFUAg,257.6,12.28
GJTDtq7pb09C,1bydLkiYzk76,RsUgQvBvc24M,99.35,42.58
36QJu7HOXq4A,AMKIgKd1s17B,TuPm19CMKvrM,72.4,163.52
WyVmicYvHYPF,10DPQgXNFsaD,3jo4LaNyJc2x,161.0,70.52
QGhX6cMdNsvY,YBrfIXfqyzY7,K0qPVGdA91KO,44.63,80.07
nc1lP2IqOrxy,UPlFP7qBFnWk,7jbSZkIw6pOe,10.35,13.24
jYijUwrjoqfn,bw7R2cl96E5V,ygJs6VPSMZTk,102.49,31.78
0oCAfu8jH0XC,dTRcWWK3dG8C,W94sb8054CmB,198.5,3.81
vWNddUkauONo,oARv5Rawp5k6,dQCmV6mcOXGX,164.98,6.08
pnovO6R5d1cK,OZLgKE140Uv1,YlP5976VHgAM,836.99,34.33
L9BqYpDPWD2m,XugrAixcoqPK,77p2EYxcM9MD,151.52,67.11
XtBMAxpEEIyj,ASdBAOugAX58,hSejNkQSw3i2,111.27,64.65
HOMWXXdBjMMo,nm1uJDDgLvRu,LLty41IbV7xo,66.96,40.4
kZLNSCZxljK0,zbD1MNs0dkiC,B4FMkEQ2aEJy,26.89,22.31
MTN3Z9fc9HMq,aX4adjBDPBis,QVo9EUjjuncJ,2899.0,50.74
TD9WYXjrxNFX,g0B0PZz0PSal,XiLZgWSbLbMn,54.6,61.03
NFodBFwZX91U,3oBl40sQGzjp,P2nCHWuo0HC0,26.07,35.87
HCxyDdqCnDH5,o9EbF2enslVk,yGbPyLPc8PmT,33.41,24.64
Inr1ATI9xkwv,5L48zYlEHekw,YerjZTY7wKZq,166.0,29.86
BOVlPXVgarJ1,WzCyKidbaaMU,yrRN2gKIgYet,126.69,51.45
UG4SKwmxUV6R,5xioqv3AiXRf,RKad98cTxhSb,95.03,35.78
F1dtwU0pAuCm,Vlwbq9gogFcl,6sxwOP5ZryfM,42.89,60.07
Uu5oPGGlrSmY,bGn3U6OmHm7a,s9PULoMk80qE,849.5,16.38
b2yKy6Ji0xMW,U6D1WxAh0vQh,AHG0TE6bRNNY,599.39,6.87
INIx7LRoJBio,vLQWWPXCmqA7,fquh40THqSKm,56.89,227.57
USo7R7Wlgp0i,DTUNVCYEKNeU,JZPhFrxpqDgz,517.65,53.24
VNKARXT6BfbM,ysc3rMkaHDg3,yHsOFiqVrV1u,42.89,126.47
B0EqGR8rsrqo,asD84OnfA8L6,BGPWBRIq3VJB,223.51,16.36
jvaZpR3Zf5qc,CNdQ3J2Cc0ta,BWczKEOZMEFy,159.9,0.61
me71W7JIsElt,mHf7M883L9YH,JX4iwTS6jjJU,42.89,11.55
9XxqzsuxTJuK,CmNuLTfTF12l,hd6t04omaVjn,18.04,30.86
HQKvPl19su6d,QMMlVNLdsdUC,hHl9wKzX8nKN,399.2,25.22
PzZJhn9EfaH7,2zFh2O2uguao,2a07LobkzHUx,56.89,24.99
Q7K8g4ZRSpb0,LL23G589B2v6,A7s2wiNKJ3HW,82.8,6.87
2Wht4XNvjC1p,MCPqCZaaypTo,wR4cqCClYDyY,290.47,49.49
Z8TzryOCa5jZ,jucc2XWXaBkd,WYVXnXQMcKZK,170.7,21.01
WlaTln2vBXLq,08wB1oEMCu3A,pbh66I2Oqd2B,113.49,28.31
PvYMBfDfkRWb,PBtwB11YqQRN,BWczKEOZMEFy,23.1,140.72
cZgw3AiX8f5o,QCxhd0K7Mb0y,a2Z36gRD1w1y,103.46,12.72
127uZE3Ph1ZR,6R9kmEBFZmqe,dHUHvmn8Gewy,127.77,27.2
c6rFcYq5SkJq,Wnh7LXMhF6kK,y1C1H4HpmiXU,107.63,19.96
Ky7nBduUIeda,vSp3ddetViJq,7IbYDg6GDP4I,399.2,51.45
ljDbTff7UPIO,H4BNWDim6uwY,wR4cqCClYDyY,210.9,38.61
hD67nei9XVMW,NkygN5yTKOgI,JcRdnPnWEDp7,599.8,12.63
d4vKjpNES4rH,sCONCvmO1cEY,0Mzbc3aACMOQ,159.9,72.89
A6Ifv6QsMW0z,UtVWQEl8HIwf,B6xdvm9ZtKUi,37.4,33.9
vEo8nnnWn8WF,eTlPil30tvIn,3cqSxyYyqpx6,2249.0,46.97
uNnActN3aPZZ,rHSTHjYFnJS8,g6AdzghqF6DD,2799.65,34.49
06dGnpYwyXVH,GarjhCi3FPLP,iAHv4pnPzV5r,107.63,101.29
OvhBfA26zJ3m,XL0l5XfZtbbr,DHOPtCppeECW,26.85,35.01
HUsQFwt8807o,lRKgUIiwGpJa,AaksMLzNHqg2,136.94,42.05
Y2tVumNlIJOj,wCmsgKTmHq16,EGW4UK5bOeEZ,151.99,59.62
vAr2c9GUM1KT,SLTlrWtcYt1m,r7VxefoTVHbb,509.99,29.05
neryjhzQq1Qi,75puLiwrRX5q,XLxN4hdOlYco,153.75,61.32
3jOgH5rBbvMP,gFLpkSCLRl6R,lPSCBGdoINhH,100.0,53.53
h2REot4f72A2,q1sDHslS0oIw,vK5PLZFRQPnm,181.56,43.34
QVztb8RQ3XQz,4l8WFe7i9MmP,HgkVlp2CMWew,509.99,150.8
dA43YlhrQHuN,NHyp0l7Ib6k1,8cMMpAAFEsxE,36.5,32.34
TSqrUhav8GAt,RjUdef4dmR13,hd6t04omaVjn,966.9,31.24
7Rd9S657Lft5,168ohCOO2sow,VEpUiS8q8p8X,178.98,25.47
9eHSTu5zxQll,UEWSYx9mpvwU,VjbLhhR5I7ly,93.02,127.41
v9n42TPsGPZT,k1G4RHt3R7Nk,K0qPVGdA91KO,1589.0,38.66
NHTSfqo8yodR,1Ybr5U2zOdWt,AvTLykupHOIB,100.0,321.46
50npoNAW9UAo,xPD9KarZTWpA,d3UkhSmgUAO1,692.0,33.9
8hoxsF0PfM6k,8oxGvCz7GNd8,XePbD5Ocm6Yk,263.9,89.35
1alzwIZa8maf,qokqKT1Sad1C,yHsOFiqVrV1u,34.0,24.19
8XKyRrUEv0ok,WNlHpHCpYrRu,pgzEZp7qYHHI,128.99,36.51
p6ojAgXAQ7oK,bSOr6AE3Iolo,oqejBC0typqo,87.99,161.82
0q36WIWgIqUT,4F7S2jNL8RDI,RKad98cTxhSb,95.03,61.03
46zfKBtlwvym,WfMdVxqwD97F,RKad98cTxhSb,32.5,49.52
k8OxeEono5Va,o2ZpzmziYkuL,gZNUk3SQbftd,107.63,11.75
GQBIrHNv84Xk,Ggd3U51peXoq,8cMMpAAFEsxE,15.89,12.28
PAPBV8lQ1pR1,0XyYmaoLSH4j,8Wa4TXXm4Hcx,529.9,47.55
rX92TmNjcpbB,5EFBA7VYOItK,7OKhjPME8ZK3,261.0,171.5
rZA5b9XRUt1P,cjZ4OtQAYbu8,VyDYXaRCd51S,692.0,84.96
tpeCiE1o8v7S,dgU9yL0gXKX3,YlP5976VHgAM,145.95,47.55
584Turf9RvNY,laQC7lef0VVk,2UV2zaeUhNyA,18.04,132.76
816psxgc9z0J,cwqO2o0Vd3Pj,tQFHgEUSAMiP,42.89,30.66
IazUR07iI1VU,JRIPQBfPSjhM,O04i82YS0uAJ,18.42,39.12
D9s4HDluLlTu,OeJHBOZAbC48,2FlRcxi3YMnv,99.81,13.19
JrDhpXz6YCeG,5XyF6Al83MtA,eOhcPgdVKUYw,66.0,32.34
2Mox2xTjCm1V,KgM2jmlkkymm,0G3Q4xIWFhMg,105.25,46.65
8iV5HOMYh4kn,o1dGEyLcmIpb,kiirS0of7bJI,979.0,2.75
Wvc96SpSgGL5,78bfQhXN9vwM,FhUPbC0FEzRW,79.67,29.65
VWReJoYUDQGl,KYuUYJqzBu2K,EZ2fSjy9mjw1,56.7,38.63
9BSTIWxSPBbT,aMd9lqh5Mh0Y,fPCae5a96bO4,106.74,76.73
UkTawSVqIIZt,S74KSw8EXIHG,kiirS0of7bJI,36.89,2.46
zAYTWjc21MLV,E9UgM2MvSJ8l,wAgnN3eGF2Af,18.42,80.59
7LdsQEt8S913,y2GKLhO2kA6a,bNCLRjh6FYNu,33.1,26.52
4i0f8joWoCT3,46EOOkmxsaOC,K0qPVGdA91KO,346.99,12.16
F4bpskV2tsBm,AOPzhoMYPnNL,3W9I1ZMht6Z1,184.9,54.64
D5ZpvAn4upNG,mqrnNPLgsDKO,4SRv5bbOf4fh,100.0,15.47
QlyDwVvAJKBx,hn7szEJHw5LE,2Vzr14MB7bRD,966.9,24.97
0IAGEboW9dRp,AMKIgKd1s17B,TuPm19CMKvrM,28.55,34.33
vhBxTn0v7M1b,Aot5jMfotruH,TRcQ55ynAFlI,445.9,23.02
Z5tedZHp3rbn,FE9j27iJddQf,l1pYW6GBnPMr,548.35,63.1
phjnVeZS63gZ,wdV7yJzaz3Su,coi9xkdo66JI,318.33,97.74
KAmfzsJescI1,VTmISayw8HGv,7JtHJ8kiNtes,133.05,49.55
iPMyXNblwG3D,xnTJMQvvzAgv,oI8R7WsNWWBc,50.21,47.55
Xjipgk0ev8mm,TRuWWZgSJWKs,Rz3CEzEGjSSK,39.71,17.44
isSI87zBmIuv,YJsYmYO8x43d,yGbPyLPc8PmT,113.49,28.65
B77ddaHHPmSN,8EMcxO7AFhVP,vlLUp3U56e8x,28.82,63.77
x7e3SHqLSJMT,bbeo9NBnrCrH,QgSPgHi2XQs8,193.65,20.9
qaxoIAB5dusq,9uNNlc1VlXBI,3RErtNzohFr9,111.38,19.96
Tqggb6VSVv3Y,1plRbmmbrN83,tYbtiPwsAhmw,399.2,32.88
YKqadjo9gpzS,Biwi1BNtUB7l,r7VxefoTVHbb,4099.99,34.12
Ejsk8d2Pt81B,jP8aktVk1KWT,f2LfPSvyJjx4,692.0,54.12
vMEnRWAig9h7,8mT8LWn47F2U,wR4cqCClYDyY,2218.0,41.49
u2KBE8Kg6Nb4,RdONtksxbp3c,ruq0u2ZpAMDr,142.14,101.29
VuDiMagGcjoZ,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,50.83
a0ExY45ve8So,gv3w6JLrFTWv,UhpjDwOrV0C8,820.0,126.47
psJx5Vk9A3d7,LlKHaS6Gr6yD,aDQK7ytnBMNf,518.18,17.44
Cxy4Cb3iJeaw,oJfXwuzTqXXt,2jTASjIU2rIf,509.99,4.23
qg74rMTtIyrk,T5eeeSLuDKug,FRAkUwkY4tZy,82.91,15.99
RhU0Cn3xONIO,ro08JPncYzLh,r7VxefoTVHbb,509.99,17.44
l4Guyx14RxYC,sxSc2GhB5BwE,8NRu71xuHwbR,68.1,48.35
5H1tJQSxQKp7,5XyF6Al83MtA,eOhcPgdVKUYw,66.0,32.34
s3wZivLYPnFa,EVWiSeHvSgeK,ZnTDW3eFwykn,181.01,9.39
D3NjuWNq8eHt,Sr7PutUF6W74,a2Z36gRD1w1y,56.5,1.87
ef5bsYZWIxrI,ptNrqD6lH94n,uEFXsCQR7sKo,692.0,69.13
YSysoHodAA1l,W3pSw8uHJxmI,J8zCrgNURNmv,2600.0,20.9
lueRhWG8MJeq,7RYieb3htbjj,tjn9TXOjEGlU,229.89,17.82
jdrVN1uDqFPM,1LC8epYPZ7BV,rFT13UJuGo0Q,10.22,12.81
twApF36cQ73A,uLln623bHgro,AYTvmj7w9EFz,215.94,30.66
BHW2XlJZWlWv,Fheie729CEkC,dHUHvmn8Gewy,109.82,20.9
j15EH1hDHuvg,KbN9lsh9uJef,QZGYZHmzukoV,24.1,63.1
O7pokUOW9g9U,yR2R6wnTkRNO,yGbPyLPc8PmT,1899.0,32.34
2zBbCr3mVqVD,7VkXQhYvmPFg,BWczKEOZMEFy,23.1,38.62
MwTn9tagCgrS,DXG0TFaZjGHO,V8Stg8HdXCTe,36.89,77.92
VGBwjIoJAkUf,NOQ5V1RCdCE4,AHG0TE6bRNNY,174.42,6.87
